name;date;identification;description;x;y
Schiehart;2014-01-08;76402;"Parkeerautomaten; Buiten werking";4.401161;51.922029
Schiehart;2014-01-02;76019;"Parkeerautomaten; Buiten werking";4.401161;51.922029
Schiehart;2014-01-14;76752;"Parkeerautomaten; Buiten werking";4.401161;51.922029
Schiehart;2014-01-20;77077;"Grofvuil; GV Onjuist aangeboden";4.401161;51.922029
Schiehart;2014-02-03;78100;"Parkeerautomaten; Buiten werking";4.401161;51.922029
Schiehart;2014-02-10;79617;"Parkeerautomaten; Buiten werking";4.401161;51.922029
Schiehart;2014-02-14;80410;"Grofvuil; GV Onjuist aangeboden";4.401161;51.922029
Schiehart;2014-02-17;80551;"Parkeerautomaten; Buiten werking";4.401161;51.922029
Schiehart;2014-02-20;81445;"Parkeerautomaten; Buiten werking";4.401161;51.922029
Schiehart;2014-02-28;82753;"Parkeerautomaten; Buiten werking";4.401161;51.922029
Schiehart;2014-03-05;83988;"Parkeerautomaten; Buiten werking";4.401161;51.922029
Schiehart;2014-03-05;84098;"Parkeerautomaten; Buiten werking";4.401161;51.922029
Schiehart;2014-03-19;87050;"Grofvuil; GV Onjuist aangeboden";4.401161;51.922029
Schiehart;2014-04-01;89751;"Grofvuil; GV Onjuist aangeboden";4.401161;51.922029
Schiehart;2014-04-15;92442;"Grofvuil; GV Onjuist aangeboden";4.401161;51.922029
Schiehart;2014-04-22;93209;"Straatverlichting; OV 1 lamp stuk";4.401161;51.922029
Schiehart;2014-04-30;94842;"Parkeerautomaten; Buiten werking";4.401161;51.922029
Schiehart;2014-05-13;96691;"Grofvuil; GV Onjuist aangeboden";4.401161;51.922029
Schiehart;2014-05-26;98871;"Grofvuil; GV Onjuist aangeboden";4.401161;51.922029
Schiehart;2014-07-09;106125;"Grofvuil; GV Onjuist aangeboden";4.401161;51.922029
Schiehart;2014-07-16;107434;"Op bestrating en in het groen; Overlast van zwerfvuil op verharding";4.401161;51.922029
Schiehart;2014-07-22;108340;"Grofvuil; GV Onjuist aangeboden";4.401161;51.922029
Schiehart;2014-07-29;109315;"Parkeerautomaten; Buiten werking";4.401161;51.922029
Schiehart;2014-07-30;109612;"Parkeerautomaten; Buiten werking";4.401161;51.922029
Schiehart;2014-09-08;115271;"Op bestrating en in het groen; Overlast van zwerfvuil in beplanting";4.401161;51.922029
Schiehart;2014-12-23;130718;"Grofvuil; GV Onjuist aangeboden";4.401161;51.922029
Schiehart;2014-12-26;130891;"Gedrag personen; hinderlijk gedrag";4.401161;51.922029
Schiehart;2014-12-30;131190;"Grofvuil; GV Onjuist aangeboden";4.401161;51.922029
Schiehart;2015-01-07;132125;"Parkeerautomaten; Buiten werking";4.401161;51.922029
Schiehart;2015-01-07;132138;"Parkeerautomaten; Buiten werking";4.401161;51.922029
Schiehart;2015-01-07;132166;"Parkeerautomaten; Buiten werking";4.401161;51.922029
Schiehart;2015-01-07;132199;"Parkeerautomaten; Buiten werking";4.401161;51.922029
Schiehart;2015-01-08;132325;"Parkeerautomaten; Buiten werking";4.401161;51.922029
Schiehart;2015-01-08;132342;"Parkeerautomaten; Buiten werking";4.401161;51.922029
Schiehart;2015-01-09;132493;"Parkeerautomaten; Buiten werking";4.401161;51.922029
Schiehart;2015-01-12;132709;"Graffiti; Graffiti op objecten/muren";4.401161;51.922029
Schiehart;2015-01-12;132729;"Parkeerautomaten; Buiten werking";4.401161;51.922029
Schiehart;2015-01-12;132737;"Parkeerautomaten; Buiten werking";4.401161;51.922029
Schiehart;2015-01-12;132834;"Parkeerautomaten; Buiten werking";4.401161;51.922029
Schiehart;2015-01-14;133269;"Parkeerautomaten; Buiten werking";4.401161;51.922029
Schiehart;2015-01-15;133481;"Parkeerautomaten; Buiten werking";4.401161;51.922029
Schiehart;2015-01-16;133691;"Parkeerautomaten; Buiten werking";4.401161;51.922029
Schiehart;2015-01-19;133922;"Riolering stankoverlast";4.401161;51.922029
Schiehart;2015-01-22;134511;"Parkeerautomaten; Buiten werking";4.401161;51.922029
Schiehart;2015-01-22;134568;"Parkeerautomaten; Buiten werking";4.401161;51.922029
Schiehart;2015-01-26;134863;"Parkeerautomaten; Buiten werking";4.401161;51.922029
Schiehart;2015-01-26;134953;"Parkeerautomaten; Buiten werking";4.401161;51.922029
Schiehart;2015-01-26;135032;"Parkeerautomaten; Buiten werking";4.401161;51.922029
Schiehart;2015-02-06;136728;"Parkeerautomaten; Buiten werking";4.401161;51.922029
Schiehart;2015-02-06;136754;"Parkeerautomaten; Buiten werking";4.401161;51.922029
Schiehart;2015-02-17;138184;"Parkeerautomaten; Buiten werking";4.401161;51.922029
Schiehart;2015-02-24;139239;"Grofvuil; GV Onjuist aangeboden";4.401161;51.922029
Schiehart;2015-02-24;139312;"Dumping; Dumping grofvuil";4.401161;51.922029
Schiehart;2015-03-10;141505;"Parkeerautomaten; Buiten werking";4.401161;51.922029
Schiehart;2015-03-11;141722;"Parkeerautomaten; Buiten werking";4.401161;51.922029
Schiehart;2015-03-19;143038;"Parkeerautomaten; Buiten werking";4.401161;51.922029
Schiehart;2015-03-30;144794;"Parkeerautomaten; Buiten werking";4.401161;51.922029
Schiehart;2015-03-30;144825;"Parkeerautomaten; Buiten werking";4.401161;51.922029
Schiehart;2015-03-31;145109;"Op bestrating en in het groen; Glasscherven op openbaar gebied";4.401161;51.922029
Schiehart;2015-04-07;145957;"Grofvuil; GV Onjuist aangeboden";4.401161;51.922029
Schiehart;2015-06-03;154945;"WC Huisvuil met pas; WC HV MP Trommel geblokkeerd";4.398885;51.921266
Schiehart;2014-03-31;89395;"Op bestrating en in het groen; Overlast van zwerfvuil op verharding";4.398885;51.921266
Schiehart;2014-04-03;90320;"WC Huisvuil met pas; WC HV MP Pasje stuk";4.398885;51.921266
Schiehart;2014-04-04;90575;"WC Huisvuil met pas; WC HV MP Pasje stuk";4.398885;51.921266
Schiehart;2014-04-10;91650;"Straatverlichting; OV 1 lamp stuk";4.398885;51.921266
Schiehart;2014-04-24;93912;"Overig";4.398885;51.921266
Schiehart;2014-05-07;95759;"Gedrag personen; hanggroep";4.398885;51.921266
Schiehart;2014-05-21;98150;"Slecht wegdek";4.398885;51.921266
Schiehart;2014-05-21;98155;"Slecht wegdek";4.398885;51.921266
Schiehart;2014-06-07;100842;"Losse stoeptegel";4.398885;51.921266
Schiehart;2014-06-10;100946;"Losse stoeptegel";4.398885;51.921266
Schiehart;2014-08-21;112616;"Parkeerautomaten; Buiten werking";4.398885;51.921266
Schiehart;2014-09-08;115203;"Wijkcontainers / AAP Kunststof; WC Kunststof Volle containers";4.398885;51.921266
Schiehart;2014-09-08;115204;"Op bestrating en in het groen; Overlast van zwerfvuil op verharding";4.398885;51.921266
Schiehart;2014-10-04;119612;"Zwerfvuil op straat";4.398885;51.921266
Schiehart;2014-10-06;119658;"Zwerfvuil op straat";4.398885;51.921266
Schiehart;2014-12-22;130555;"WC Huisvuil met pas; WC HV MP Trommel geblokkeerd";4.398885;51.921266
Schiehart;2015-02-08;136884;"Slecht wegdek";4.398885;51.921266
Schiehart;2015-02-24;139319;"Op bestrating en in het groen; Overlast van zwerfvuil op verharding";4.398885;51.921266
Schiehart;2015-04-10;146800;"Kapotte straatverlichting";4.398885;51.921266
Schiehart;2014-04-07;90858;"Verzakking - plaatselijk";4.396105;51.923391
Schiehart;2014-02-28;82739;"Grofvuil; GV Onjuist aangeboden";4.396105;51.923391
Schiehart;2014-03-07;84583;"WC Huisvuil met pas; WC HV MP Nog geen pas ontvangen";4.396105;51.923391
Schiehart;2014-04-01;89608;"Straatverlichting; OV meer lampen stuk";4.396105;51.923391
Schiehart;2014-04-07;90864;"Gazon en gras; Gazon en gras maaien";4.396105;51.923391
Schiehart;2014-05-12;96409;"Grofvuil; GV Onjuist aangeboden";4.396105;51.923391
Schiehart;2014-09-08;115245;"Grofvuil; GV Onjuist aangeboden";4.396105;51.923391
Schiehart;2014-10-02;119303;"Grofvuil; GV Onjuist aangeboden";4.396105;51.923391
Schiehart;2014-10-28;122812;"(Brom)fietsen; onbeheerde (brom)fietsen";4.396105;51.923391
Schiehart;2014-12-22;130419;"Grofvuil; GV Onjuist aangeboden";4.396105;51.923391
Schiehart;2015-01-02;131450;"Grofvuil; GV Onjuist aangeboden";4.396105;51.923391
Schiehart;2015-02-24;139376;"Grofvuil; GV Onjuist aangeboden";4.396105;51.923391
Schiehart;2015-03-31;144995;"WC Huisvuil met pas; WC HV MP Trommel geblokkeerd";4.396105;51.923391
Schiehart;2015-04-10;146685;"Grofvuil; GV Onjuist aangeboden";4.396105;51.923391
Schiehart;2015-05-29;154233;"WC Huisvuil met pas; WC HV MP Nieuwe bewoner heeft geen pas";4.396105;51.923391
Schiehart;2015-06-12;156778;"Verzakking - plaatselijk";4.396105;51.923391
Schiehart;2015-06-18;157886;"WC Huisvuil met pas; WC HV MP Nog geen pas ontvangen";4.396105;51.923391
Schiehart;2014-04-10;91579;"Straatverlichting; OV 1 lamp stuk";4.397257;51.923493
Schiehart;2014-05-08;96003;"Bestrating los/scheef/omhoogst. geen wortelopdruk";4.397257;51.923493
Schiehart;2014-03-05;83908;"Kapotte straatverlichting";4.397057;51.922882
Schiehart;2014-03-11;85510;"Straatverlichting; OV 1 lamp stuk";4.397057;51.922882
Schiehart;2014-01-02;76002;"Straatverlichting; OV lichtmast: scheef";4.397057;51.922882
Schiehart;2014-01-09;76512;"Overig";4.397057;51.922882
Schiehart;2014-01-10;76519;"Overig";4.397057;51.922882
Schiehart;2014-01-22;77302;"Riolering verstopt";4.397057;51.922882
Schiehart;2014-01-30;77763;"Bestrating los/scheef/omhoogst. geen wortelopdruk";4.397057;51.922882
Schiehart;2014-02-05;78765;"In water; Drijfvuil in sloten/vijvers(niet bevaarbaar water)";4.397057;51.922882
Schiehart;2014-02-10;79406;"Overig";4.397057;51.922882
Schiehart;2014-02-10;79495;"Overig";4.397057;51.922882
Schiehart;2014-07-08;106035;"Afvalbak; Afvalbak scheef";4.397057;51.922882
Schiehart;2014-02-12;80112;"Vraag over bestrating (niets stuk)";4.397057;51.922882
Schiehart;2014-02-13;80170;"Overige objecten; Algemeen";4.397057;51.922882
Schiehart;2014-02-13;80246;"Overige objecten; Algemeen";4.397057;51.922882
Schiehart;2014-02-17;80746;"Op bestrating en in het groen; Overlast van zwerfvuil op verharding";4.397057;51.922882
Schiehart;2014-02-26;82274;"In water; Drijfvuil in sloten/vijvers(niet bevaarbaar water)";4.397057;51.922882
Schiehart;2014-02-27;82602;"In water; Drijfvuil in sloten/vijvers(niet bevaarbaar water)";4.397057;51.922882
Schiehart;2014-03-13;85917;"Op bestrating en in het groen; Overlast van zwerfvuil op het gazon";4.397057;51.922882
Schiehart;2014-03-13;85963;"Gedrag personen; hanggroep";4.397057;51.922882
Schiehart;2014-04-02;90159;"Grofvuil; GV Onjuist aangeboden";4.397057;51.922882
Schiehart;2014-04-09;91369;"Afvalbakken; Afvalbak vol";4.397057;51.922882
Schiehart;2014-04-10;91685;"Afvalbakken; Afvalbak vol";4.397057;51.922882
Schiehart;2014-04-24;93827;"Bestrating los/scheef/omhoogst. geen wortelopdruk";4.397057;51.922882
Schiehart;2014-06-19;102807;"Beplanting; Beplanting onkruid";4.397057;51.922882
Schiehart;2014-06-25;103659;"Slecht wegdek";4.397057;51.922882
Schiehart;2014-06-25;103663;"Slecht wegdek";4.397057;51.922882
Schiehart;2014-06-28;104286;"Vraag over bestrating (niets stuk)";4.397057;51.922882
Schiehart;2014-06-30;104564;"Straatverlichting; OV 1 lamp stuk";4.397057;51.922882
Schiehart;2014-07-21;108011;"Fontein spuit niet";4.397057;51.922882
Schiehart;2014-07-25;108949;"Overig";4.397057;51.922882
Schiehart;2014-07-28;109019;"Overig";4.397057;51.922882
Schiehart;2014-08-07;110705;"Op bestrating en in het groen; Overlast van zwerfvuil in beplanting";4.397057;51.922882
Schiehart;2014-08-07;110757;"Straatverlichting; OV meer lampen stuk";4.397057;51.922882
Schiehart;2014-08-21;112526;"Beton, hout of kunststofpaal; Beton, hout of kunststofpaal omvergereden";4.397057;51.922882
Schiehart;2014-09-25;118257;"Straatverlichting; OV 1 lamp stuk";4.397057;51.922882
Schiehart;2014-10-01;119089;"Slecht wegdek";4.397057;51.922882
Schiehart;2014-10-01;119093;"Slecht wegdek";4.397057;51.922882
Schiehart;2014-10-14;120874;"Straatverlichting; OV 1 lamp stuk";4.397057;51.922882
Schiehart;2014-10-24;122347;"Parkeeroverlast; aanhangers / caravans";4.397057;51.922882
Schiehart;2014-11-04;123754;"Op bestrating en in het groen; Overlast bladeren/bloesem op straat";4.397057;51.922882
Schiehart;2014-11-06;124240;"Parkeeroverlast; niet betaald";4.397057;51.922882
Schiehart;2014-11-24;126665;"Riolering verstopt";4.397057;51.922882
Schiehart;2015-01-23;134747;"Straatverlichting; OV 1 lamp stuk";4.397057;51.922882
Schiehart;2015-01-23;134749;"Verkeers- of straatnaambord/paal; Verkeersbord beschadigd/kapot/verdwenen";4.397057;51.922882
Schiehart;2015-01-23;134805;"Kapotte straatverlichting";4.397057;51.922882
Schiehart;2015-03-26;144206;"Straatverlichting; OV meer lampen stuk";4.397057;51.922882
Schiehart;2015-03-26;144279;"Kapotte straatverlichting";4.397057;51.922882
Schiehart;2015-04-01;145264;"Grofvuil; GV Onjuist aangeboden";4.397057;51.922882
Schiehart;2015-04-22;148555;"Fontein spuit niet";4.397057;51.922882
Schiehart;2015-04-22;148600;"Parkeeroverlast; aanhangers / caravans";4.397057;51.922882
Schiehart;2015-05-04;150115;"Parkeeroverlast; aanhangers / caravans";4.397057;51.922882
Schiehart;2015-05-04;150135;"Parkeeroverlast; aanhangers / caravans";4.397057;51.922882
Schiehart;2015-05-05;150373;"Riolering water op straat bij kolk/put";4.397057;51.922882
Schiehart;2015-05-09;151040;"Overige objecten; Algemeen";4.397057;51.922882
Schiehart;2015-06-02;154681;"Grofvuil; GV Onjuist aangeboden";4.397057;51.922882
Schiehart;2015-06-02;154686;"Grofvuil; GV Onjuist aangeboden";4.397057;51.922882
Schiehart;2015-06-17;157700;"Gat in de bestrating";4.397057;51.922882
Schiehart;2015-06-19;158175;"Gazon en gras; Gazon en gras maaien";4.397057;51.922882
Schiehart;2014-04-15;92311;"Grofvuil; GV Onjuist aangeboden";4.39814;51.923596
Schiehart;2014-04-24;93876;"Graffiti; Graffiti op objecten/muren";4.39814;51.923596
Schiehart;2015-05-04;150309;"Straatverlichting; OV 1 lamp stuk";4.39814;51.923596
Schiehart;2014-01-17;76990;"Grofvuil; GV Aanbiedplaats fout";4.400332;51.922328
Schiehart;2014-01-27;77557;"Wijkcontainers Huisvuil; WC HV Beschadigd";4.400332;51.922328
Schiehart;2014-01-28;77619;"Wijkcontainers Huisvuil; WC HV Beschadigd";4.400332;51.922328
Schiehart;2014-02-24;81656;"WC Huisvuil met pas; WC HV MP Trommel geblokkeerd";4.400332;51.922328
Schiehart;2014-03-07;84623;"WC Huisvuil met pas; WC HV MP Nog geen pas ontvangen";4.400332;51.922328
Schiehart;2014-03-10;84962;"WC Huisvuil met pas; WC HV MP Trommel geblokkeerd";4.400332;51.922328
Schiehart;2014-03-17;86583;"WC Huisvuil met pas; WC HV MP Nog geen pas ontvangen";4.400332;51.922328
Schiehart;2014-04-10;91603;"Parkeerautomaten; Buiten werking";4.400332;51.922328
Schiehart;2014-05-21;97985;"Parkeerautomaten; Buiten werking";4.400332;51.922328
Schiehart;2014-05-21;98146;"Gazon en gras; Gazon en gras beschadigd, kuilen, sporen";4.400332;51.922328
Schiehart;2014-06-16;102179;"Bomen; Bomen takken gebroken";4.400332;51.922328
Schiehart;2014-07-29;109337;"Parkeerautomaten; Buiten werking";4.400332;51.922328
Schiehart;2014-08-08;110901;"Parkeerautomaten; Buiten werking";4.400332;51.922328
Schiehart;2014-08-18;111972;"Parkeerautomaten; Buiten werking";4.400332;51.922328
Schiehart;2014-09-03;114539;"Bestrating los/scheef/omhoogst. geen wortelopdruk";4.400332;51.922328
Schiehart;2014-09-05;114852;"Straatverlichting; OV meer lampen stuk";4.400332;51.922328
Schiehart;2014-09-15;116586;"Parkeerautomaten; Buiten werking";4.400332;51.922328
Schiehart;2014-09-26;118429;"Parkeerautomaten; Buiten werking";4.400332;51.922328
Schiehart;2014-10-02;119323;"Gedrag personen; hanggroep";4.400332;51.922328
Schiehart;2015-01-07;132107;"Wijkcontainers / AAP Kunststof; WC Kunststof Volle containers";4.400332;51.922328
Schiehart;2015-01-07;132108;"Wijkcontainers / AAP Glas; WC/AAP GLS Glas na legen";4.400332;51.922328
Schiehart;2015-01-21;134356;"WC Huisvuil met pas; WC HV MP Trommel geblokkeerd";4.400332;51.922328
Schiehart;2015-02-25;139439;"WC Huisvuil met pas; WC HV MP Huisvuil ernaast";4.400332;51.922328
Schiehart;2015-02-27;139783;"Grofvuil; GV Onjuist aangeboden";4.400332;51.922328
Schiehart;2015-03-23;143547;"WC Huisvuil met pas; WC HV MP Huisvuil ernaast";4.400332;51.922328
Schiehart;2015-03-24;143784;"Grofvuil; GV Onjuist aangeboden";4.400332;51.922328
Schiehart;2015-04-08;146224;"Bestrating los/scheef/omhoogst. geen wortelopdruk";4.400332;51.922328
Schiehart;2015-04-14;147234;"Plaagdierbestrijding Overig";4.400332;51.922328
Schiehart;2015-04-24;149072;"Straatverlichting; OV 1 lamp stuk";4.400332;51.922328
Schiehart;2015-06-01;154498;"Gazon en gras; Gazon en gras maaien";4.400332;51.922328
Schiehart;2015-06-22;158531;"Vragen over de buitenruimte (niets stuk)";4.400332;51.922328
Schiehart;2014-01-22;77298;"(Brom)fietsen; verkeerd gestalde (brom)fietsen";4.3988;51.923673
Schiehart;2014-06-27;104118;"Beplanting; Beplanting plantvak beschadigd";4.3988;51.923673
Schiehart;2014-07-07;105832;"Dumping; Dumping vuilniszakken";4.3988;51.923673
Schiehart;2014-07-07;105835;"Op bestrating en in het groen; Overlast van zwerfvuil op verharding";4.3988;51.923673
Schiehart;2014-09-08;115200;"Parkeeroverlast; geen vergunning";4.3988;51.923673
Schiehart;2014-10-02;119251;"Autowrakken";4.3988;51.923673
Schiehart;2014-11-06;124161;"Op bestrating en in het groen; Overlast van zwerfvuil op het gazon";4.3988;51.923673
Schiehart;2015-01-16;133769;"";4.3988;51.923673
Schiehart;2015-01-20;134137;"Op bestrating en in het groen; Overlast van hondenpoep";4.3988;51.923673
Schiehart;2015-02-18;138483;"Riolering stankoverlast";4.3988;51.923673
Schiehart;2015-03-02;140119;"Mini-container Huisvuil; MC HV Niet geleegd";4.3988;51.923673
Schiehart;2015-03-09;141239;"Straatverlichting; OV 1 lamp stuk";4.3988;51.923673
Schiehart;2015-03-10;141514;"Mini-container GFT; MC GFT Niet geleegd";4.3988;51.923673
Schiehart;2015-03-16;142257;"Mini-container Huisvuil; MC HV Niet geleegd";4.3988;51.923673
Schiehart;2015-04-20;148174;"Mini-container GFT; MC GFT Niet geleegd";4.3988;51.923673
Schiehart;2015-05-04;150248;"Mini-container GFT; MC GFT Niet geleegd";4.3988;51.923673
Schiehart;2015-06-16;157581;"Verzakking over gehele straat (&gt;30m2)";4.3988;51.923673
Wetenschappersbuurt;2015-05-07;150672;"Winkelwagentjes";4.41416;51.918865
Wetenschappersbuurt;2014-04-08;91070;"Verzakking - plaatselijk";4.414926;51.919853
Wetenschappersbuurt;2014-04-08;91069;"Verzakking - plaatselijk";4.414926;51.919853
Wetenschappersbuurt;2014-01-21;77210;"Overig";4.414926;51.919853
Wetenschappersbuurt;2014-01-21;77212;"Overig";4.414926;51.919853
Wetenschappersbuurt;2014-11-17;125515;"Verzakking - plaatselijk";4.414926;51.919853
Wetenschappersbuurt;2014-01-21;77214;"Overig";4.414926;51.919853
Wetenschappersbuurt;2014-02-17;80597;"Bomen; Bomen beschadigd";4.414926;51.919853
Wetenschappersbuurt;2014-02-17;80657;"Verzakking over gehele straat (&gt;30m2)";4.414926;51.919853
Wetenschappersbuurt;2014-03-10;84943;"Verzakking - plaatselijk";4.414926;51.919853
Wetenschappersbuurt;2014-03-10;84976;"Verzakking - plaatselijk";4.414926;51.919853
Wetenschappersbuurt;2014-03-21;87651;"Plaagdierbestrijding Ratten";4.414926;51.919853
Wetenschappersbuurt;2014-03-24;88120;"Grofvuil; GV Onjuist aangeboden";4.414926;51.919853
Wetenschappersbuurt;2014-03-31;89405;"Verzakking - plaatselijk";4.414926;51.919853
Wetenschappersbuurt;2014-04-04;90494;"Grofvuil; GV Onjuist aangeboden";4.414926;51.919853
Wetenschappersbuurt;2014-04-04;90613;"Grofvuil; GV Onjuist aangeboden";4.414926;51.919853
Wetenschappersbuurt;2014-04-04;90628;"Asfalt - gat/gevaarlijke situatie";4.414926;51.919853
Wetenschappersbuurt;2014-04-08;91077;"Op bestrating en in het groen; Overlast van zwerfvuil op verharding";4.414926;51.919853
Wetenschappersbuurt;2014-04-23;93411;"Verzakking - plaatselijk";4.414926;51.919853
Wetenschappersbuurt;2014-06-30;104466;"Grofvuil; GV Onjuist aangeboden";4.414926;51.919853
Wetenschappersbuurt;2014-07-07;105703;"Op bestrating en in het groen; Glasscherven op openbaar gebied";4.414926;51.919853
Wetenschappersbuurt;2014-07-07;105775;"Op bestrating en in het groen; Glasscherven op openbaar gebied";4.414926;51.919853
Wetenschappersbuurt;2014-07-17;107653;"Grofvuil; GV Onjuist aangeboden";4.414926;51.919853
Wetenschappersbuurt;2014-07-25;108851;"Dumping; Dumping grofvuil";4.414926;51.919853
Wetenschappersbuurt;2014-07-25;108856;"Grofvuil; GV Onjuist aangeboden";4.414926;51.919853
Wetenschappersbuurt;2014-10-13;120656;"Grofvuil; GV Onjuist aangeboden";4.414926;51.919853
Wetenschappersbuurt;2014-11-07;124291;"Op bestrating en in het groen; Overlast van zwerfvuil op verharding";4.414926;51.919853
Wetenschappersbuurt;2014-11-10;124457;"Op bestrating en in het groen; Overlast van zwerfvuil in beplanting";4.414926;51.919853
Wetenschappersbuurt;2014-11-11;124869;"Op bestrating en in het groen; Overlast van zwerfvuil in beplanting";4.414926;51.919853
Wetenschappersbuurt;2014-11-23;126512;"Overig";4.414926;51.919853
Wetenschappersbuurt;2015-03-27;144437;"Parkeeroverlast; aanhangers / caravans";4.414926;51.919853
Wetenschappersbuurt;2015-04-20;148132;"WC Huisvuil met pas; WC HV MP Trommel geblokkeerd";4.414926;51.919853
Wetenschappersbuurt;2015-04-28;149172;"WC Huisvuil met pas; WC HV MP Trommel geblokkeerd";4.414926;51.919853
Wetenschappersbuurt;2015-04-28;149173;"WC Huisvuil met pas; WC HV MP Huisvuil ernaast";4.414926;51.919853
Wetenschappersbuurt;2015-05-11;151128;"(Brom)fietsen; (brom)fietswrakken";4.414926;51.919853
Wetenschappersbuurt;2015-05-18;152274;"Parkeerautomaten; Buiten werking";4.414926;51.919853
Wetenschappersbuurt;2015-05-19;152564;"Op bestrating en in het groen; Overlast van zwerfvuil op verharding";4.414926;51.919853
Wetenschappersbuurt;2015-05-20;152787;"Op bestrating en in het groen; Overlast van zwerfvuil op verharding";4.414926;51.919853
Wetenschappersbuurt;2014-04-30;94836;"Riolering putdeksel beschadigd/kapot/verdwenen";4.414112;51.919573
Wetenschappersbuurt;2015-05-22;153080;"WC Huisvuil met pas; WC HV MP Pasje stuk";4.414926;51.919853
Wetenschappersbuurt;2015-05-26;153311;"Grofvuil; GV Onjuist aangeboden";4.414926;51.919853
Wetenschappersbuurt;2015-05-28;153910;"Op bestrating en in het groen; Glasscherven op openbaar gebied";4.414926;51.919853
Wetenschappersbuurt;2015-05-28;153921;"Op bestrating en in het groen; Overlast van zwerfvuil op verharding";4.414926;51.919853
Wetenschappersbuurt;2015-06-01;154413;"Grofvuil; GV Onjuist aangeboden";4.414926;51.919853
Wetenschappersbuurt;2015-06-03;154990;"(Brom)fietsen; (brom)fietswrakken";4.414926;51.919853
Wetenschappersbuurt;2015-06-08;155653;"Grofvuil; GV Onjuist aangeboden";4.414926;51.919853
Wetenschappersbuurt;2015-06-08;155720;"Grofvuil; GV Onjuist aangeboden";4.414926;51.919853
Wetenschappersbuurt;2015-06-17;157747;"Beplanting; Beplanting snoeien";4.414926;51.919853
Wetenschappersbuurt;2015-06-22;158400;"Parkeeroverlast; aanhangers / caravans";4.414926;51.919853
Wetenschappersbuurt;2014-03-18;86754;"Grofvuil; GV Onjuist aangeboden";4.414112;51.919573
Wetenschappersbuurt;2014-01-02;75984;"Grofvuil; GV Onjuist aangeboden";4.414112;51.919573
Wetenschappersbuurt;2014-01-03;76110;"WC Huisvuil met pas; WC HV MP Pasje stuk";4.414112;51.919573
Wetenschappersbuurt;2014-02-24;81712;"Grofvuil; GV Onjuist aangeboden";4.414112;51.919573
Wetenschappersbuurt;2014-01-20;77150;"Grofvuil; GV Aanbiedplaats fout";4.414112;51.919573
Wetenschappersbuurt;2014-02-05;78727;"Grofvuil; GV Onjuist aangeboden";4.414112;51.919573
Wetenschappersbuurt;2014-02-13;80159;"Grofvuil; GV Onjuist aangeboden";4.414112;51.919573
Wetenschappersbuurt;2014-02-17;80569;"Grofvuil; GV Onjuist aangeboden";4.414112;51.919573
Wetenschappersbuurt;2014-02-28;82678;"Grofvuil; GV Onjuist aangeboden";4.414112;51.919573
Wetenschappersbuurt;2014-09-04;114655;"Grofvuil; GV Onjuist aangeboden";4.414112;51.919573
Wetenschappersbuurt;2014-03-20;87537;"Beton, hout of kunststofpaal; Beton, hout of kunststofpaal staat scheef/los";4.414112;51.919573
Wetenschappersbuurt;2014-03-20;87539;"Speeltoestellen; Speeltoestellen beschadigd/kapot/verdwenen";4.414112;51.919573
Wetenschappersbuurt;2014-03-25;88288;"Parkeerautomaten; Buiten werking";4.414112;51.919573
Wetenschappersbuurt;2014-04-02;90157;"WC Huisvuil met pas; WC HV MP Nog geen pas ontvangen";4.414112;51.919573
Wetenschappersbuurt;2014-04-03;90201;"WC Huisvuil met pas; WC HV MP Huisvuil ernaast";4.414112;51.919573
Wetenschappersbuurt;2014-04-09;91340;"Grofvuil; GV Onjuist aangeboden";4.414112;51.919573
Wetenschappersbuurt;2014-04-09;91344;"Parkeerautomaten; Buiten werking";4.414112;51.919573
Wetenschappersbuurt;2014-04-10;91631;"Gat in de bestrating";4.414112;51.919573
Wetenschappersbuurt;2014-04-14;92134;"Grofvuil; GV Onjuist aangeboden";4.414112;51.919573
Wetenschappersbuurt;2014-04-17;92741;"Grofvuil; GV Onjuist aangeboden";4.414112;51.919573
Wetenschappersbuurt;2014-04-23;93406;"Grofvuil; GV Onjuist aangeboden";4.414112;51.919573
Wetenschappersbuurt;2014-04-24;93739;"Parkeerautomaten; Buiten werking";4.414112;51.919573
Wetenschappersbuurt;2014-04-28;94320;"Grofvuil; GV Onjuist aangeboden";4.414112;51.919573
Wetenschappersbuurt;2014-05-01;94954;"Grofvuil; GV Onjuist aangeboden";4.414112;51.919573
Wetenschappersbuurt;2014-05-08;96075;"Parkeerautomaten; Buiten werking";4.414112;51.919573
Wetenschappersbuurt;2014-05-13;96648;"Verzakking - plaatselijk";4.414112;51.919573
Wetenschappersbuurt;2014-05-15;97131;"Grofvuil; GV Onjuist aangeboden";4.414112;51.919573
Wetenschappersbuurt;2014-05-20;97766;"Grofvuil; GV Onjuist aangeboden";4.414112;51.919573
Wetenschappersbuurt;2014-05-20;97767;"Grofvuil; GV Onjuist aangeboden";4.414112;51.919573
Wetenschappersbuurt;2014-05-26;98757;"Grofvuil; GV Onjuist aangeboden";4.414112;51.919573
Wetenschappersbuurt;2014-05-26;98780;"Grofvuil; GV Onjuist aangeboden";4.414112;51.919573
Wetenschappersbuurt;2014-05-30;99504;"Grofvuil; GV Onjuist aangeboden";4.414112;51.919573
Wetenschappersbuurt;2014-06-03;100122;"Grofvuil; GV Onjuist aangeboden";4.414112;51.919573
